UID,Facility_Name,Owner,Lat,Lon,City,County,State,Zipcode,Standard,Type_of_Facility,Congressional_District,Rep,Party,Simple_Status,Status,Source_Name,Source_Link,FRS_ID,dem_frs_id,EIS_ID,TRI_ID,GHGRP_ID,Total_Population_1_Mile,per_People_of_Color_1_Mile,per_Low_Income_1_Mile,per_5_and_Younger_1_Mile,per_65_and_Older_1_Mile,Total_Population_3_Miles,per_People_of_Color_3_Miles,per_Low_Income_3_Miles,per_5_and_Younger_3_Miles,per_65_and_Older_3_Miles,FRS_ID_CAA_Compliance,ECHO_Link_CAA_Compliance,CAA_Compliance_Status,Quarters_of_Past_12_in_Noncompliance,Quarters_of_Past_12_with_High_Priority_Violations,Formal_Enforcement_Actions_within_Past_5_Years,GHGRP_2023_GHG_Emissions_MTCO2e,NEI_2020_CAP_Emissions_tons,NEI_2020_HAP_Emissions_lbs
1312,Exxonmobil Baton Rouge Chemical Plant,,30.4958,-91.1731,Baton Rouge,East Baton Rouge Parish,LA,70805,"HON Rule, P&R I  Rule",Chemical Manufacturing,LA6,Rep. Cleo Fields,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000449970,110000449970,7226611,70805XXNCH4999S,0,3524,96,68,7,12,55813,96,64,7,14,110000449970,https://echo.epa.gov/detailed-facility-report?fid=110000449970,No Violation Identified,0,0,1,#N/A,"5,571","1,064,175"
1313,Honeywell International Inc - Baton Rouge Plant,,30.4731,-91.1857,Baton Rouge,East Baton Rouge Parish,LA,70821,HON Rule,Chemical Manufacturing,LA6,Rep. Cleo Fields,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110003266849,110003266849,8467611,70805LLDSGCORNE,1000625,2057,90,66,6,10,56113,83,58,6,14,110003266849,https://echo.epa.gov/detailed-facility-report?fid=110003266849,No Violation Identified,0,0,1,"31,350",172,"50,240"
1314,Formosa Plastics Corp Louisiana,,30.4990,-91.1902,Baton Rouge,East Baton Rouge Parish,LA,70805,HON Rule,Chemical Manufacturing,LA6,Rep. Cleo Fields,Democrat,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,"110000597444, 110071870860",110000597444,7354711,70805FRMSPGULFS,1006010,1990,93,66,5,6,35889,96,63,6,12,110000597444,https://echo.epa.gov/detailed-facility-report?fid=110000597444,High Priority Violation,12,12,1,"320,232",573,"185,625"
1315,Phillips 66 Co - Alliance Refinery,,29.6849,-89.9761,Belle Chasse,Plaquemines Parish,LA,70037,HON Rule,Chemical Manufacturing,LA1,Leader Steve Scalise,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110064365690,110064365690,7203711,70037LLNCRHIGHW,0,7,71,14,0,14,549,26,34,6,25,110064365690,https://echo.epa.gov/detailed-facility-report?fid=110064365690,No Violation Identified,0,0,1,#N/A,"2,161","128,870"
1316,Cci Port Nickel Llc - Port Nickel,,29.8626,-89.9710,Braithwaite,Plaquemines Parish,LA,70040,HON Rule,Chemical Manufacturing,LA1,Leader Steve Scalise,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110011411784, 110064520031",110011411784,"8019011, 12482111",0,0,560,20,13,3,11,12559,32,28,5,13,110011411784,https://echo.epa.gov/detailed-facility-report?fid=110011411784,No Violation Identified,0,0,0,#N/A,#N/A,#N/A
1317,Total Petrochemicals & Refining Usa Inc-Carville Polystyrene Plant,,30.2304,-91.0721,Carville,Iberville Parish,LA,70721,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110070827758,110070827758,5505011,70721FNLCHLAHWY,1000807,233,68,44,3,13,2806,53,27,6,13,110070827758,https://echo.epa.gov/detailed-facility-report?fid=110070827758,No Violation Identified,0,0,0,"11,214",106,"28,911"
1318,Cos-Mar Styrene Monomer Plant (Formerly Total Petrochemicals & Refining Usa Inc - Cos-Mar Co),,30.2251,-91.0694,Carville,Iberville Parish,LA,70721,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110000597319,110000597319,7448011,70721CSMRPLAHWY,0,235,76,47,3,11,3043,54,27,5,12,110000597319,https://echo.epa.gov/detailed-facility-report?fid=110000597319,No Violation Identified,0,0,0,#N/A,989,"159,534"
1319,Chalmette Refining,,29.9364,-89.9730,Chalmette,ST BERNARD,LA,70043,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110045634774,110045634774,8020411,70143TNNCL500WE,0,7920,34,42,7,13,60147,61,40,7,14,110045634774,https://echo.epa.gov/detailed-facility-report?fid=110045634774,No Violation Identified,0,0,3,#N/A,"2,311","233,702"
1320,Westlake Vinyls Co Lp,,30.2086,-91.0147,Geismar,Ascension Parish,LA,70734,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110000746328,110000746328,7915011,70734BRDNCLOUIS,0,388,26,16,1,16,5888,35,16,6,10,110000746328,https://echo.epa.gov/detailed-facility-report?fid=110000746328,No Violation Identified,0,0,2,#N/A,517,"127,917"
1321,Lion Copolymer Geismar Llc - Geismar Facility,,30.2050,-91.0055,Geismar,Ascension Parish,LA,70734,"HON Rule, P&R I  Rule",Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110000449765, 110070275961",110000449765,7365611,70734NRYLCPOBOX,0,369,25,18,1,17,5458,35,18,6,10,110000449765,https://echo.epa.gov/detailed-facility-report?fid=110000449765,High Priority Violation,11,11,2,#N/A,963,"769,918"
1322,Basf Corp - Dnt Plant,,30.2040,-90.9933,Geismar,Ascension,LA,70734,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110000746783,110000746783,7367211,70734RPRDS36637,0,270,25,11,0,20,2939,35,21,2,14,110000746783,https://echo.epa.gov/detailed-facility-report?fid=110000746783,No Violation Identified,0,0,3,#N/A,68,"7,549"
1323,Methanex Usa Llc - Geismar Methanol Plant,,30.2097,-91.0200,Geismar,Ascension,LA,70734,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110046528227, 110071161480",110046528227,16966011,7073WMTHNX4171H,1011799,296,24,10,0,20,4975,35,14,6,11,110046528227,https://echo.epa.gov/detailed-facility-report?fid=110046528227,No Violation Identified,0,0,1,"1,003,452","1,054","23,287"
1324,Hexion Inc - Formaldehyde Plant,,30.2094,-91.0123,Geismar,Ascension,LA,70734,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110002056024, 110070257264",110002056024,7368811,70734BRDNC9288H,0,308,24,10,0,20,5104,35,14,6,11,110002056024,https://echo.epa.gov/detailed-facility-report?fid=110002056024,No Violation Identified,0,0,0,#N/A,227,"50,157"
1325,Shell Chemical Lp - Geismar Plant,,30.1846,-90.9922,Geismar,Ascension Parish,LA,70734,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110000743394,110000743394,7445611,70737SHLLCRIVER,0,340,29,12,1,19,3390,39,26,2,14,110000743394,https://echo.epa.gov/detailed-facility-report?fid=110000743394,No Violation Identified,0,0,4,#N/A,"1,690","46,060"
1326,Occidental Chemical Corporation - Geismar Plant,,30.1851,-90.9804,Geismar,Ascension Parish,LA,70734,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110000449774, 110069996998, 110071723488",110071723488,7445711,70734VLCNMASHLA,1001706,401,44,19,2,16,4237,42,28,2,13,110071723488,https://echo.epa.gov/detailed-facility-report?fid=110071723488,No Violation Identified,0,0,2,"148,931",478,"131,210"
1327,Basf Corp - Geismar Site,,30.1979,-91.0035,Geismar,Ascension Parish,LA,70734,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110070834884,110070834884,8465611,70734BSFCRRIVER,1004208,321,23,9,0,20,4414,36,21,4,11,110070834884,https://echo.epa.gov/detailed-facility-report?fid=110070834884,No Violation Identified,0,0,3,"934,158","2,458","222,359"
1328,Praxair Inc - Geismar Plant,,30.1984,-91.0128,Geismar,Ascension Parish,LA,70734,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110046264760,110046264760,8465711,70734LQDCRPOBOX,0,300,24,10,0,20,4167,34,17,5,12,110046264760,https://echo.epa.gov/detailed-facility-report?fid=110046264760,No Violation Identified,0,0,1,#N/A,365,"41,280"
1329,Rubicon Llc - Geismar Plant,,30.1989,-91.0085,Geismar,Ascension Parish,LA,70734,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110000597373,110000597373,8465311,70734RBCNN9156H,1000592,318,23,9,0,20,4320,35,19,5,12,110000597373,https://echo.epa.gov/detailed-facility-report?fid=110000597373,No Violation Identified,0,0,1,"66,207","1,191","222,150"
1330,Denka Performance Elastomer Llc,,30.0577,-90.5235,Laplace,St John The Baptist,LA,70068,"HON Rule, P&R I  Rule",Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110067396669,110067396669,17640111,7006WDNKPR56HIG,0,2275,87,43,7,18,22157,68,41,7,15,110067396669,https://echo.epa.gov/detailed-facility-report?fid=110067396669,No Violation Identified,0,0,0,#N/A,190,"70,063"
1331,Big Lake Fuels Llc,,30.1245,-93.3077,Lake Charles,Calcasieu Parish,LA,70605,HON Rule,Chemical Manufacturing,LA4,Speaker Mike Johnson,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110064524849,110064524849,0,0,0,298,4,4,4,12,4720,8,9,4,13,110064524849,https://echo.epa.gov/detailed-facility-report?fid=110064524849,No Violation Identified,0,0,0,#N/A,#N/A,#N/A
1332,Dupont Specialty Products Usa Llc - Pontchartrain Site,,30.0564,-90.5232,Laplace,St. John the Baptist Parish,LA,70068,"HON Rule, P&R I  Rule",Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110000597131,110000597131,7204811,70069DPNTPHIGHW,0,2466,86,42,8,17,23058,68,40,7,15,110000597131,https://echo.epa.gov/detailed-facility-report?fid=110000597131,No Violation Identified,0,0,1,#N/A,590,"16,005"
1333,Americas Styrenics Llc - St James Plant,,30.0801,-90.9160,Saint James,St James Par,LA,70086,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110056954602,110056954602,8020011,70086CHVRNHWY18,0,124,94,55,5,16,1638,74,42,5,15,110056954602,https://echo.epa.gov/detailed-facility-report?fid=110056954602,No Violation Identified,0,0,2,#N/A,"1,483","114,274"
1335,Shell (Formerly Motiva Enterprises Llc - Norco Refinery),,30.0011,-90.4022,Norco,St. Charles Parish,LA,70079,HON Rule,Chemical Manufacturing,LA1,Leader Steve Scalise,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000448864,110000448864,8020811,0,0,1682,12,26,11,12,10404,20,22,6,13,110000448864,https://echo.epa.gov/detailed-facility-report?fid=110000448864,No Violation Identified,0,0,0,#N/A,"3,803","130,668"
1336,Shell Chemical Lp - Norco Chemical Plant - East Site,,30.0007,-90.4038,Norco,St. Charles Parish,LA,70079,HON Rule,Chemical Manufacturing,LA1,Leader Steve Scalise,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110013831201,110013831201,8239511,70079SHLLL1205R,0,1933,12,26,11,12,10173,20,22,6,13,110013831201,https://echo.epa.gov/detailed-facility-report?fid=110013831201,No Violation Identified,0,0,2,#N/A,"5,747","122,100"
1337,Shell Chemicals,,30.0010,-90.4239,Norco,St Charles Par,LA,70087,HON Rule,Chemical Manufacturing,LA1,Leader Steve Scalise,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110024471668,110024471668,8018911,70079SHLLL265RI,0,2592,11,27,10,12,5262,28,31,8,13,110024471668,https://echo.epa.gov/detailed-facility-report?fid=110024471668,No Violation Identified,0,0,1,#N/A,70,"21,608"
1338,The Dow Chemical Co - Louisiana Operations,,30.3209,-91.2390,Plaquemine,Iberville Parish,LA,70764,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110001244724,110001244724,8467311,70765THDWCHIGHW,1004314,553,36,25,6,17,7837,50,28,8,15,110001244724,https://echo.epa.gov/detailed-facility-report?fid=110001244724,No Violation Identified,5,5,4,"2,249,995","6,605","104,451"
1339,Ineos Oxide - A Division Of Ineos Americas Llc,,30.3169,-91.2374,Plaquemine,Iberville Parish,LA,70764,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110041092876,110041092876,5520211,70765NSXDX21255,0,709,39,27,5,19,8604,52,29,8,16,110041092876,https://echo.epa.gov/detailed-facility-report?fid=110041092876,No Violation Identified,0,0,3,#N/A,75,"4,980"
1340,Axiall Llc - Plaquemine Facility,,30.2654,-91.1842,Plaquemine,Iberville Parish,LA,70764,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110000613747, 110002040461",110000613747,7227011,70765GRGGLHIGHW,0,601,84,56,6,13,4401,75,47,6,15,110000613747,https://echo.epa.gov/detailed-facility-report?fid=110000613747,No Violation Identified,0,0,2,#N/A,"2,526","129,586"
1341,Shintech Louisiana Llc - Shintech Plaquemine Plant,,30.2594,-91.1737,Plaquemine,Iberville Parish,LA,70764,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000572675,110000572675,13610611,70764LLMNXHWY40,0,557,85,56,6,13,3824,79,47,7,13,110000572675,https://echo.epa.gov/detailed-facility-report?fid=110000572675,No Violation Identified,0,0,4,#N/A,"1,169","162,983"
1342,Flopam Inc - Flopam Facility,,30.2659,-91.1482,Plaquemine,Iberville,LA,70764,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110041935779,110041935779,15639911,7076WFLPMN2679H,1014790,570,83,54,6,13,3865,74,41,7,13,110041935779,https://echo.epa.gov/detailed-facility-report?fid=110041935779,No Violation Identified,0,0,4,"26,393","1,511","37,858"
1343,Angus Chemical Co,,32.6907,-92.0826,Sterlington,Ouachita Parish,LA,71280,HON Rule,Chemical Manufacturing,LA4,Speaker Mike Johnson,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110000450477, 110071872049",110000450477,7226711,71280NGSCHLAHWY,1002263,660,28,38,7,12,2735,26,36,7,12,110000450477,https://echo.epa.gov/detailed-facility-report?fid=110000450477,No Violation Identified,0,0,1,"117,619","1,265","88,308"
1344,"Firestone Polymers/Lake Charles
Facility",,30.1861,-93.3312,Sulphur,Calcasieu,LA,70665,P&R I Rule,Chemical Manufacturing,LA3,"Rep. Clay ""Captain"" Higgins",Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110041921935,110041921935,8465911,70602FRSTNLA108,0,159,11,28,14,8,11554,12,29,7,15,110041921935,https://echo.epa.gov/detailed-facility-report?fid=110041921935,No Violation Identified,0,0,2,#N/A,331,"51,856"
1345,Westlake Styrene Llc - Marine Terminal,,30.1459,-93.3389,Sulphur,Calcasieu,LA,70665,HON Rule,Chemical Manufacturing,LA4,Speaker Mike Johnson,Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110002347540,110002347540,7380611,70665WSTLK1820P,0,205,3,17,3,15,4919,4,10,5,13,110002347540,https://echo.epa.gov/detailed-facility-report?fid=110002347540,No Violation Identified,0,0,2,#N/A,3,"5,357"
1346,Westlake Petrochemicals Lp - Ethylene Manufacturing Complex (Petro I/Petro Ii),,30.1727,-93.3592,Sulphur,Calcasieu,LA,70665,HON Rule,Chemical Manufacturing,LA4,Speaker Mike Johnson,Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110043973509,110043973509,"7929111, 8465211, 7928911",70663WSTLK900HA,0,427,4,31,1,13,9858,12,23,7,11,110043973509,https://echo.epa.gov/detailed-facility-report?fid=110043973509,No Violation Identified,0,0,5,#N/A,"1,657","56,062"
1347,Union Carbide Corp - St Charles Operations,,29.9829,-90.4437,Taft,St. Charles Parish,LA,70057,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,"110018861793, 110070703645",110018861793,"21461711, 21966611, 7202911",70057NNCRBHWY31,1007031,604,57,47,3,11,5602,33,30,6,12,110018861793,https://echo.epa.gov/detailed-facility-report?fid=110018861793,No Violation Identified,0,0,6,"2,757,259","7,735","94,679"
1348,Eagle Us 2 Llc - Lake Charles Complex,,30.2235,-93.2869,Westlake,Calcasieu Parish,LA,70669,HON Rule,Chemical Manufacturing,LA3,"Rep. Clay ""Captain"" Higgins",Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110000494894,110000494894,7354911,70669PPGNDCOLUM,0,162,12,29,14,8,12847,15,28,7,21,110000494894,https://echo.epa.gov/detailed-facility-report?fid=110000494894,High Priority Violation,12,12,3,#N/A,"6,977","342,606"
1349,Axiall Llc (Formerly Georgia Gulf Lake Charles Llc),,30.2523,-93.2862,Westlake,Calcasieu Parish,LA,70669,HON Rule,Chemical Manufacturing,LA3,"Rep. Clay ""Captain"" Higgins",Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,"110071722725, 110070228618",110071722725,8361111,70669GRGGL1600V,1007750,1183,24,47,9,27,11536,16,30,7,20,110071722725,https://echo.epa.gov/detailed-facility-report?fid=110071722725,No Violation Identified,0,0,4,"66,917",68,"11,585"
1350,Sasol Chemicals (Usa) Llc - Lake Charles Chemical Complex,,30.2588,-93.2937,Westlake,Calcasieu Parish,LA,70669,HON Rule,Chemical Manufacturing,LA3,"Rep. Clay ""Captain"" Higgins",Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110017418061,110017418061,8468011,70669VSTCHOLDSP,0,355,36,49,1,15,11674,16,29,7,21,110017418061,https://echo.epa.gov/detailed-facility-report?fid=110017418061,No Violation Identified,0,0,6,#N/A,"5,873","230,339"
1351,Evonik Cyro Llc - Mma Plant,,29.9586,-90.2693,Westwego,Jefferson Par,LA,70094,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110049249075,110049249075,"7228511, 9588611","70094MRCNC10800, 70094CYRND18RIV",1004570,931,64,26,2,22,28087,58,42,5,17,110049249075,https://echo.epa.gov/detailed-facility-report?fid=110049249075,No Violation Identified,3,3,8,"332,073","2,808","32,455"
1352,Blue Cube Operations Llc - Plaquemine Site,,30.3169,-91.2373,Plaquemine,IBERVILLE,LA,70765,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110070828281,110070828281,17640911,7076WBLCBP21255,0,1005,49,26,7,16,7984,48,25,8,13,110070828281,https://echo.epa.gov/detailed-facility-report?fid=110070828281,No Violation Identified,0,0,4,#N/A,70,"47,328"
1353,Citgo Petroleum Corporation,,30.1826,-93.3228,Lake Charles,Calcasieu Par,LA,70602,HON Rule,Chemical Manufacturing,LA3,"Rep. Clay ""Captain"" Higgins",Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110000597248,110000597248,"7380411, 5719311",70602CTGPTHIGHW,0,342,8,13,8,12,9511,14,26,6,13,110000597248,https://echo.epa.gov/detailed-facility-report?fid=110000597248,High Priority Violation,12,12,4,#N/A,"7,107","315,612"
1355,Kme St James Holdings Llc - Methanol Terminal,,29.9932,-90.8434,St. James,St James Par,LA,70086,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110070865209, 110070502906",110070502906,19253011,0,0,32,84,71,0,25,407,89,62,4,19,110070502906,https://echo.epa.gov/detailed-facility-report?fid=110070502906,No Violation Identified,0,0,1,#N/A,1,"1,152"
1356,Yci Methanol Plant,,29.9930,-90.8440,St. James,St James Par,LA,70086,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110070051640, 110070742113",110070051640,0,7000WYCMTH6856L,1013611,45,91,66,2,22,645,93,61,4,19,110070051640,https://echo.epa.gov/detailed-facility-report?fid=110070051640,No Violation Identified,0,0,1,"652,496",#N/A,#N/A
1357,Fg La Llc - Sunshine Project Early Works,,30.0300,-90.9197,St. James,St James Par,LA,70086,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110070684703, 110070914484",110070684703,0,0,0,122,97,61,6,16,1079,95,62,5,15,110070684703,https://echo.epa.gov/detailed-facility-report?fid=110070684703,No Violation Identified,0,0,0,#N/A,#N/A,#N/A
1358,Kemira Water Solutions - Acrylamide Unit - Amd Unit,,29.9581,-90.2721,Waggaman,Jefferson,LA,70094,HON Rule,Chemical Manufacturing,LA2,Rep. Troy Carter,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110049249076,110049249076,13614411,70094KMRWT18RIV,0,921,63,27,2,22,26809,60,43,5,16,110049249076,https://echo.epa.gov/detailed-facility-report?fid=110049249076,No Violation Identified,0,0,0,#N/A,1,"2,138"
1359,Lotte Chemical Louisiana Llc,,30.2177,-93.3022,Westlake,Calcasieu,LA,70669,HON Rule,Chemical Manufacturing,LA3,"Rep. Clay ""Captain"" Higgins",Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110070208769, 110070132818",110070132818,17905711,0,0,860,10,15,6,21,12686,13,29,6,18,110070132818,https://echo.epa.gov/detailed-facility-report?fid=110070132818,No Violation Identified,3,3,4,#N/A,80,"18,802"
